Job Title,Company,Location,Salary,Job Description,Job Link,Category
Accountant-Construction,Cordia Resources by Cherry Bekaert,Capitol Heights,Not specified,"Cordia Resources is seeking an experienced Senior Accountant with a strong background in the construction industry. This role will be responsible for supporting the general ledger, managing accounts payable (AP), and assisting with payroll functions. The ideal candidate will have a deep understanding of construction accounting practices and a proven track record of accuracy and efficiency.

Key Responsibilities

• Oversee and maintain the general ledger, ensuring timely and accurate entries, reconciliations, and month-end close processes.

• Manage accounts payable (AP), including reviewing invoices, tracking expenses, and ensuring timely payments.

• Assist with payroll processing, ensuring compliance with wage laws, proper allocation to projects, and accurate reporting.

• Perform account reconciliations, variance analysis, and resolve discrepancies.

• Support construction-related accounting tasks, including job cost tracking, project budgets, and WIP (work-in-progress) schedules.

• Collaborate with project managers and leadership to provide financial insights and reporting.

• Ensure compliance with GAAP and internal financial controls.

• Assist with year-end audits and preparation of financial statements.

Qualifications

• Experience: 4+ years of accounting experience, with at least 2 years in construction accounting.

• Strong understanding of general ledger, accounts payable, and payroll processes.

• Experience with construction job costing, project accounting, and WIP reporting.

• Proficiency in accounting software and Microsoft Excel (advanced skills preferred).

• Bachelor’s degree in Accounting, Finance, or related field. CPA or equivalent certification is a plus.",https://cordiaresources.catsone.com/careers/50183-Cordia-Resources/jobs/16608104-AccountantConstruction/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,construction
Commercial Construction Superintendent,The Contractor Consultants,Alexandria,Not specified,"Lead Construction Success - Join Landivar & Associates as a Commercial Construction Superintendent!

Job Title: Commercial Construction Superintendent

Company Name: Landivar & Associates, LLC

Salary: $95,000 - $110,000 per year (Based on experience)

Industry: Commercial General Contractor

Location: Alexandria, VA

Job Overview

The Construction Superintendent will be responsible for overseeing daily on-site operations for commercial interior renovations and ground-up construction projects. This role requires a hands-on leader with strong knowledge of construction methods, safety regulations, and the ability to manage subcontractors and field personnel effectively. The Superintendent must also be highly organized and able to adhere to project schedules, including preparing and maintaining two-week look-ahead schedules to ensure smooth project execution.

Company Overview

We are a growing and reputable commercial construction firm specializing in interior renovations and select ground-up construction projects. Our commitment to quality, efficiency, and client satisfaction has made us a trusted name in the industry. We are seeking an experienced Construction Superintendent to oversee and manage our projects, ensuring they are completed on time, within budget, and to the highest standards.

Key Responsibilities
• Oversee on-site construction activities, ensuring projects are executed according to plans, specifications, and schedules.
• Adhere to project schedule and develop and maintain two-week look-ahead schedules to forecast project tasks, resource needs, and potential risks.
• Coordinate and manage subcontractors, vendors, and field personnel to maintain efficiency and productivity.
• Ensure compliance with OSHA safety standards, company policies, and building codes.
• Conduct daily site inspections to monitor progress, quality control, and safety compliance.
• Collaborate with project managers, architects, and engineers to resolve field issues and maintain project timelines.
• Maintain accurate daily logs, progress reports, and documentation of job site activities.
• Assist with scheduling, material ordering, and coordination of deliveries to avoid delays.
• Lead on-site meetings and communicate expectations to subcontractors and team members.
• Proactively identify and mitigate risks to ensure smooth project execution.
• Ensure proper closeout of projects, including final inspections, punch lists, and turnover documentation.

Qualifications & Requirements
• Experience: Minimum 5+ years of experience as a Construction Superintendent in commercial construction, with a focus on interior renovations and ground-up projects.
• Education: High school diploma or equivalent required; Bachelor's degree in Construction Management, Civil Engineering, or a related field is a plus.
• Certifications (Preferred): OSHA 30, First Aid/CPR, LEED, or other industry-related certifications.
• Skills & Knowledge:
• Extensive knowledge of commercial construction methods, materials, and safety protocols.
• Ability to adhere to project schedules and maintain two-week look-ahead schedules to anticipate workflow.
• Ability to read and interpret blueprints, construction drawings, and specifications.
• Strong leadership and communication skills with the ability to manage and motivate teams.
• Proficient in construction management software and scheduling tools.
• Problem-solving and conflict-resolution skills with a proactive approach to challenges.

Work Environment
• Full-time, on-site position at various project locations.
• Work in a fast-paced, deadline-driven environment with changing priorities.
• Ability to work outdoors in various weather conditions and navigate active construction sites.

Benefits
• Compensation & Benefits:
• 401(k) Retirement Savings Program (with employer matching) with profit sharing
• Bi-Weekly Pay Cycle
• Potential Year-End Bonus
• Health & Wellness Perks:
• Medical, Dental, and Vision Insurance
• Life and Disability Insurance (Basic & Supplemental, Short & Long-Term Disability)
• Safety Equipment Provided (helmets, gloves, etc.)
• Work-Life Balance Perks:
• Two weeks Paid Time Off
• Ten paid Holidays
• Career Development Perks:
• Training & Certifications (OSHA, Fall Protection, Manufacturer Training, Technical Training, etc.)
• Additional Perks:
• Company Events (BBQs, holiday parties, annual fishing, hunting, concerts, ball games, etc.)

Work Schedule
• Full-time | Monday - Friday

Work Location:
• Project-based (Multiple commercial job sites, travel may be required)

This role is ideal for a seasoned Construction Superintendent who thrives in a hands-on leadership role, enjoys working on commercial interior and ground-up projects, and takes pride in delivering high-quality results while maintaining project schedules.

Join Our Team Today!

If you're an experienced General Superintendent looking for a new opportunity with a company that values your skills and offers great benefits, apply today and become part of the Landivar & Associates team.

As an equal opportunity employer, we prioritize diversity in our workforce, recognizing that innovation thrives on varied perspectives. We embrace individuals from diverse backgrounds, including ethnicity, religion, and education, without regard to race, age, gender, or sexual identity.",https://www.linkedin.com/jobs/view/commercial-construction-superintendent-at-the-contractor-consultants-4212988648?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,construction
Superintendent - Multifamily Residential Construction,Synerfac Technical Staffing,Washington,24 - 54 ,"Synerfac is seeking a Superintendent to oversee the completion of a multifamily residential construction project in Washington, D.C.

The Superintendent will play a crucial role in overseeing the day-to-day operations of the construction site, ensuring the timely and safe completion of the project. This individual will be responsible for managing subcontractors and ensuring all work is performed according to quality standards and within budget. The ideal candidate will have a proven track record of managing complex construction projects, with a strong understanding of local building codes and regulations in Washington, D.C.

- Oversee the daily operations of the construction site to ensure project milestones and deadlines are met.
- Manage and coordinate subcontractors, vendors, and construction personnel.
- Monitor project schedules and budgets to ensure projects are completed on time and within budget.
- Ensure compliance with safety regulations, building codes, and quality control standards.
- Conduct regular site inspections to ensure work quality and resolve any on-site issues.
- Communicate effectively with stakeholders.
- Review and approve work orders, change orders, and project documentation.
- Maintain accurate daily logs and progress reports.
- Ensure all necessary permits and inspections are obtained and passed.

- Minimum of 5 years of experience as a Superintendent in multifamily or residential construction.
- Strong knowledge of construction practices, building codes, safety regulations, and D.C. construction laws.
- Proven experience managing construction teams and subcontractors.
- Ability to read and interpret construction drawings, specifications, and schedules.
- Excellent communication and organizational skills.
- Strong problem-solving skills and the ability to adapt to changing project needs.
- OSHA 30-hour certification and First Aid/CPR preferred.
- Proficiency in construction management software (Procore, Buildertrend, etc.) a plus.
- Bachelor's degree in Construction Management, Civil Engineering, or related field preferred.","https://www.ziprecruiter.com/c/Synerfac-Technical-Staffing/Job/Superintendent-Multifamily-Residential-Construction/-in-Washington,DC?jid=972429f044ec90ff&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",construction
Construction Inspectors (Remote Site Locations),Greenman-Pedersen Inc.,Bethesda,39000 - 72000 ,"GPI seeks candidates to fill highway and bridge construction inspector positions to work on projects in various locations in Maryland. Locations include but are not limited to Anne Arundel County, Montgomery County, Price George County, Dorchester County, Wicomico County, Worcester County, Somerset County, Harford County, Carrol County, Frederick County, Howard County, Baltimore County, and Baltimore City.

The candidate should be motivated and have the ability to work independently and/or with a GPI or Department of Transportation Project Team. Candidates should also be available to work the contractor’s hours of operation, including day or night shifts and weekends, as necessary for project completion.

Do you value a company that puts employee satisfaction and diversity at the forefront of who they are? If so, GPI wants you!

GPI is a multi-discipline engineering firm that has been providing planning, design, and construction services for transportation infrastructure and building system projects throughout the United States for over 50 years. Ranked in the Top 100 Firms by Engineering News Record, GPI is a forward-thinking, innovative firm with a culture that is committed to excellence and fosters staff empowerment. For more information, visit: www.gpinet.com

Responsibilities:
• Perform daily field inspections and observations of contractor’s work for heavy highway and/or bridge construction projects, including earthwork, subgrade, asphalt, concrete, reinforcing steel, structural steel, MOT, safety devices, and utilities.
• Ability to measure, compute, record, and maintain contract quantities for contractor payment.
• Ability to read and interpret project plans, specifications, and standards.
• Perform and/or observe material sampling and testing in accordance with project standards and specifications.
• Ensure contractor’s work/materials meet standards and specifications.
• Ability to properly document daily project progress, including work performed, conformance/nonconformance with plans/specifications, staffing, equipment, contract quantities, and extra work.
• Entering and recording project progress, materials, payments, and documentation in Word/Excel or other electronic software program
• Identifying and communicating project issues to project managers and the contractor.
• Ability to identify, assess, and communicate unsafe conditions with the contractor.

Qualifications:
• MDOT SHA/MDTA or other DOT Construction inspection experience preferred.
• Certifications in relevant fields or ability to obtain certification, including MDOT SHA Yellow Card and MARTCP testing.
• NICET certification is considered a plus but not required.
• Familiarity with Microsoft Word and Excel and basic computer and mobile device skills.

MINIMUM REQUIREMENTS:
• Maintain a valid driver's license with a clean motor vehicle report (MVR) for final consideration
• Possess a personal vehicle for use on or around a job site
• Read, write, and understand plans and directions given in the English language
• Basic computer skills with the ability to create and edit Microsoft Word and Excel documents, create Outlook emails and utilize SharePoint and Microsoft Teams to communicate with other team members
• Able to stand for approximately 3 hours minimum a day up to 8 hours
• Able to traverse a construction job site consisting of uneven ground varying in height and consistency of material, with a variation of elevation 19"" or less (mud, gravel, rutted ground, etc.)
• Able to climb and leave a ladder to a platform varying from 6' to 20'
• Able to wear and operate personal fall arresting apparatus, and work at a height of 6' or higher
• Able to wear GPI required PPE, i.e., hard hats, safety vest, work boots, and/or safety glasses/goggles while working
• Able to move equipment or inspection specimens weighing up to 50 pounds

GPI offers excellent benefits, including a 401(k) plan, ESOP, medical/dental/vision plans, paid time off, and more. GPI is an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, national origin, disability, or protected veteran status. D/V

Notice To Third-Party Agencies

GPI does not accept unsolicited resumes from recruiters and/or agencies. Any staffing/employment agency, person, or entity that submits an unsolicited resume to this site does so with the understanding that the applicant's resume will become the property of GPI and has the right to hire that applicant at its discretion and without any fee owed to the submitting staffing/employment agency, person or entity.

GPI will not pay a placement fee unless the agency or recruiter has a signed contract with GPI’s Corporate Human Resources department in advance of submitting a candidate for consideration. Staffing/employment agencies must submit applicants to the designated GPI recruiter to be eligible for a placement fee. Verbal and written approvals will not be considered a valid contract for service.

Work Authorization

In compliance with the Immigration Reform and Control Act of 1986, we will hire only U.S. citizens and aliens lawfully authorized to work in the United States (if the position is or will be one that is subject to U.S. law). Verification of employment eligibility will be required at the time of hire. Visa sponsorship is typically not available for entry-level positions. GPI participates in E-Verify. Know your Right to Work.",https://www.indeed.com/viewjob?jk=a1251fc36df960b1&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,construction
Project Executive - Multifamily,Jobot,Washington,200000 - 275000 ,"Want to learn more about this role and Jobot? Click our Jobot logo and follow our LinkedIn page!

Job details

This Jobot Job is hosted by Alex Hall

Are you a fit? Easy Apply now by clicking the ""Easy Apply"" button and sending us your resume.

Salary $200,000 - $275,000 per year

A Bit About Us

Are you an experienced Project Executive looking to lead high-profile multifamily developments with a top builder/developer in Arlington, VA? This is a career-defining opportunity to oversee large-scale projects, drive operational excellence, and play a key role in a growing, well-capitalized firm.

Why join us?

Work with a top-tier multifamily developer with a strong pipeline of Class A projects.

Lead ground-up multifamily projects from preconstruction through completion.

Competitive base salary of $200K-$225K + 20-25% performance-based bonus.

Strong financial backing, an experienced leadership team, and a collaborative work culture.

Job Details

What You’ll Do

Oversee large-scale multifamily developments (mid-rise & high-rise) from preconstruction to turnover.

Provide strategic leadership to project teams, ensuring on-time, high-quality, and budget-conscious delivery.

Develop and implement project schedules, budgets, and risk management plans.

Manage subcontractor selection, contract negotiations, and procurement strategies.

Work closely with ownership, design teams, and field operations to align project goals.

Ensure compliance with local regulations, safety standards, and company policies.

Serve as a mentor and leader to project managers, superintendents, and field teams.

What We’re Looking For

🔹 15-20 Years Of Multifamily Construction Experience (mid-rise/high-rise Preferred).

🔹 Proven track record delivering $50M+ projects with a developer or builder.

🔹 Strong background in budgeting, scheduling, and team leadership.

🔹 Expertise in preconstruction, value engineering, and project execution.

🔹 Excellent communication and leadership skills to engage with stakeholders at all levels.

Interested in hearing more? Easy Apply now by clicking the ""Easy Apply"" button.

Jobot is an Equal Opportunity Employer. We provide an inclusive work environment that celebrates diversity and all qualified candidates receive consideration for employment without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.

Sometimes Jobot is required to perform background checks with your authorization. Jobot will consider qualified candidates with criminal histories in a manner consistent with any applicable federal, state, or local law regarding criminal backgrounds, including but not limited to the Los Angeles Fair Chance Initiative for Hiring and the San Francisco Fair Chance Ordinance.

Want to learn more about this role and Jobot?

Click our Jobot logo and follow our LinkedIn page!",https://www.linkedin.com/jobs/view/project-executive-multifamily-at-jobot-4225664854?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,construction
NAVFAC - Construction Quality Manager,"Tidewater, Inc.",Washington,86732 - 130099 ,"About:
Tidewater was founded in 1983 as an environmental consulting services provider in Baltimore, Maryland. We entered the SBA 8(a) Program in 2004 where we gained valuable experience and built a formidable team of professionals. Between 2004 and 2013, the firm experienced unprecedented growth and eventually graduated from the program. Today, Tidewater has over 140 employees performing work across three lines of business: Environmental, Construction and Facilities. Tidewater is headquartered in Elkridge, Maryland, with additional offices in Powell, Ohio and Sorrento Valley and Sacramento, California. Our business spans over 75 multi-year government contracts and an average of 1000 projects annually for Federal, State, Municipalities and Commercial clients here in the United States and abroad.

We are proud to offer our clients and business partnerships an employee base that includes a dynamic mix of industry experts and hands-on field personnel. This includes program managers, engineers, geologists, scientists, health physicists, certified industrial hygienists, industrial hygienists, health and safety specialists, construction estimators, and IT/database/graphics specialists; as well as site superintendents, certified tank inspectors, licensed drillers, radiological technicians, lead/mold/asbestos assessors, HVAC licensed and certified personnel, and general field technicians and equipment operators.

Tidewater's Construction Division provides construction services to Federal Clients throughout the United States and has provided services in over 30 countries worldwide. We execute projects using design-build and design-bid-build delivery methods. This Division maintains IDIQ construction contracts with multiple Districts of the US Army Corps of Engineers, NAVFAC, the US Department of State Overseas Building Operations (OBO), Army, and GSA.

Tidewater has developed a reputation for being very responsive and flexible and we pride ourselves on meeting project schedules and budgets, being able to execute multiple tasks concurrently, and responding to mission-critical client requirements. We consistently receive excellent references and commendations from our clients. In fact, Tidewater is the 2016 recipient of DoS OBO's Small Business of the Year.

We have a proven record of executing projects safely without lost time injuries. Our safety program is based on the USACE EM 385-1-1 Safety and Health Requirements Manual and OSHA Standard 29 CFR 1926 to achieve a safe working environment with a safety-conscious work force. Tidewater has an established construction quality control (CQC) management system for construction projects to ensure installation and service is performed in compliance with design/contract documents.

Tidewater's core values of integrity, collaboration, innovation, growth and service, guide employee decision making, relationship building, problem solving, and help to develop and achieve personal and professional goals. Through our Compliance Training modules, disseminated throughout the year, employees engage in Equality, Diversity, and Inclusion training, as well as Discrimination & Harassment training and many other topics critical to our organizational framework which strives to promote, fair treatment and full participation of all people and to create a positive work culture that fosters trust, respect, and engagement and contributes to our success and growth.

Tidewater values their workforce and provides a comprehensive and extensive benefit package, including a 401k and Roth program with employer contributions that are processed on a bi-weekly basis for all participants, a 401k college tuition program, Health, Dental & Vision Insurance, company sponsored and voluntary ancillary plans, parental paid leave, and tuition reimbursement.

Responsibilities Include:
• Develop and implement project-specific quality control
• Inspect and evaluate the work area in accordance with plans, specifications, and contract documents, reporting deficiencies as appropriate and elevating issues as needed to ensure safe work practices and quality
• Develop, gather, maintain, and/or submit work plans, submittals, reports, etc.
• Ensure that subcontractors are aware of all project quality control
• Plan for and conduct a three-phase inspection program to include: Preparatory Meetings and Reports; Initial Phase Inspections and Reports; Follow-up Inspections and Reports; and Final Phase Inspections
• Lead and document quality control meetings with the project team and/or customers; and provide written minutes
• Provide daily quality control reports to achieve desired quality outcomes in a timely manner by reinforcing activities that are being constructed in conformance with project-specific standards; and constructively confront non-conformance
• Verify and document that all materials/equipment received for the project are in conformance with the approved submittal, are handled and stored appropriately, and are acceptable for use in the project
• Schedule, coordinate and document all required code and independent inspections, and clearly document, correct and re-inspect all non-conformances
• Review the as-built drawings to ensure that they are current, and that deviations from the contract drawings are avoided.
• Review the Job Site Safety Plan, verify that a hazard analysis has been approved prior to the performance of a specific feature of work during the preparatory phase of control, verify that safety measures are in place during the initial phase of control, and conduct safety inspections during the follow-up phase of control.
• If required, stop work, reject materials and/or equipment, and direct the removal and replacement of any work not in compliance with contract documents, applicable codes, building standards, and/or established principles of construction engineering, or activities which present life-threatening conditions or damage to the site.
• Communicate and interact as a team member with all trades, manufacturers, suppliers, construction staff and customer representatives, in a professional manner.

What You'll Love:
• A dynamic blend of fieldwork, office tasks, and technical challenges.
• The perfect balance of autonomy to lead your team.
• Opportunities for cross-training and exposure to a diverse range of clients and projects.
• A tight-knit community of experts who value collaboration and knowledge sharing.
• Comprehensive benefits package, including medical, dental and vision coverage, company-paid life, short, and long-term disability insurance, a 401k match, tuition assistance, annual COLA and performance-based compensation adjustments.
• A flexible work environment that promotes work-life balance.

Requirements:
• 5+ years working on construction projects with experience as a Quality Manager
• Familiarity with NAVFAC/USACE Contracts
• Construction Quality Management (CQM) certification
• Knowledge of EM-385
• OSHA 30 training certificate & CPR/ First Aid training
• Knowledge of local quality, safety, and health guidelines for construction job sites
• In-depth understanding of construction operations and processes
• Proficiency in MS Office
• Organizational and time-management skills",https://www.theladders.com/job/navfac-construction-quality-manager-tidewater-washington-dc_76204828?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,construction
Construction,US Navy Reserve,University Park,Not specified,"ABOUT

Sailors in the Navy’s Construction Battalion are makers. They’re driven to work with their hands and they know the value of doing a job right the first time. They’re tougher than any task and they’re not afraid to get a little dirty. As part of the Construction Battalion, better known as the Seabees, you’ll be part of a team that crafts the Navy’s infrastructure from the ground up and paves the way—literally—to victory.

The mission of the Navy Reserve is to provide strategic depth and deliver operational capabilities to the Navy and Marine Corps team and Joint forces, in times of peace or war. Navy Reserve Sailors seamlessly support and actively aid that mission, all while continuing to lead their own independent lives in the civilian world. If you’re interested in becoming an Aircrewman in the Navy Reserve, check out the following careers available in the field.

CONSTRUCTION JOBS IN THE NAVY RESERVE BUILDER

Gain training for work in a range of trades, such as carpentry, plaster, roofing, concrete, masonry,

brickwork, painting, cabinetry and more.

CONSTRUCTION ELECTRICIAN

Make sure the Navy's power grid stays lit—from the poles and lines outside to the complex electrical and communication wiring inside structures.

EQUIPMENT OPERATOR

From crane operation to roadbuilding equipment, you can help pave the way for successful Navy missions and earn your operators’ licenses while you do it.

STEELWORKER

Manage construction operations, craft steel structures, and perform welding, cutting and other specialized metalwork operations.

UTILITIESMAN

From maintaining heating, air and plumbing systems on Navy bases to rebuilding utilities infrastructure for hospitals in cities struck by natural disasters, it’s up to you to keep vital systems running.

PAY & BENEFITS

When you serve your country, you become a part of something truly important – and you deserve to be rewarded accordingly. Navy Reserve Sailors enjoy a comprehensive range of benefits, from state-of-the- art training to extensive educational assistance, VA benefits and more.

In return for your service and dedication, the Navy Reserve provides you with the benefits to succeed in both your military and civilian lives:
• Receive 4 days of basic pay for only 2 days worked (16 hours) each drill weekend
• Opportunities to acquire new skills and sharpen existing ones, enhancing your civilian career
• Educational assistance
• Tax-free, worldwide Navy Exchange and commissary privileges for you and your family
• VA guaranteed home loans
• Low-cost insurance options, including up to $400,000 in life insurance
• Travel opportunities
• Earn points toward retirement benefits every time you drill
• Retirement after 20 qualifying years
• TRICARE

EDUCATION OPPORTUNITIES

Navy Reserve Sailors continue to hold educational opportunities through Tuition Assistance, DANTES and their post 9/11 or Montgomery GI Bill. Further education opportunities are also available through the US Naval War College and Senior Enlisted Academy, as well as certifications and licenses available through the Navy Credentialing Opportunities Online (COOL).

QUALIFICATIONS AND REQUIREMENTS
• U.S. citizen or equivalent
• High school graduate or equivalent
• 17 years of age or older

General qualifications may vary depending upon whether you’re currently serving, whether you’ve served before or whether you’ve never served before.

This job requires military service with a contract as a commissioned officer in the Navy. The application is for a specific position within the Navy.

WORK ENVIRONMENT

Serving part-time as a Navy Reserve Sailor, your duties will be carried out during your scheduled drilling and training periods. During monthly drilling, Sailors in the Navy Reserve typically work at a location close to their homes.

Take a moment to learn more about the general roles and responsibilities of Navy Reserve Sailors.

Job Type: Part-time

Pay: $24.00 - $37.00 per hour

Bonus amounts may vary based on eligibility

Benefits:
• Flexible schedule
• Health insurance
• Life insurance
• Retirement plan

Work Location: On the road",https://www.adzuna.com/details/5126318612?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,construction
Sr. Project Manager- Concrete Construction,Cornerstone Recruiting,Washington,120000 - 140000 ,"Sr. Project Manager- Concrete
Washington DC (Salary Range - $120K - 140K)

We are currently looking for a Sr. Project Manager for a well established concrete contractor in Washington DC.

Our Client is locally owned and operated and has been in business since 2003. They perform projects in DC, MD and VA. They provide services for multi-family, commercial, educational and industrical sectors.

The right candidate will have 8+ years of experience in the commercial concrete industry. We desire an individual that has the ability to oversee other Project Managers/Superintendents from an office setting. This position will be office based.

Apply today for immediate consideration by emailing your resume to David at David@csrecruiting.com

Cornerstone Recruiting is a Specialty Construction and Skilled Trades recruiting firm that excels at finding the top talent in the industry for long term career opportunities with our clients. For more information about Cornerstone please visit www.csrecruiting.com.

Find us on Facebook at?www.facebook.com/cornerstonerecruiting","https://www.ziprecruiter.com/c/Cornerstone-Recruiting/Job/Sr.-Project-Manager-Concrete-Construction/-in-Washington,DC?jid=8a71dd8698785c5b&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",construction
Construction Project Manager - Residential Remodel,RessaBuilt,Washington,80000 - 120000 ,"Construction Project Manager – Residential Remodel - Metropolitan WA DC Area

Are you a professional, experienced construction Project Manager who knows just about everything that has to do with high-end Remodel Carpentry? Do you want to work for a well-established, family-owned company that cares about quality AND their employees…a company that lives by the Golden Rule? A leader in this field is looking for a talented and highly-knowledgeable Project Manager for this Full Time position – someone who also enjoys being a wise resource for others is key! If this sounds like the career path you’ve been on or would like to be a part of now, we want to talk to you!

Essential Duties and Responsibilities

Management and Scheduling:
• Evaluating existing plans, contract estimates, budgets, allowances, and permit requirements with Pre-production Department.
• Subcontract with required trades.
• Develop master calendar, coordinate schedules two weeks prior, and update as needed.
• Provide daily written report with photos through BuilderTrend software.
• Monitor budget and profitability of job.
• Collaborate with other project managers to support the Production Department.
• Solve problems and/or conflicts that arise with thoughtfulness and tact.
• Attend weekly production meeting, quarterly goal sessions, and trainings as needed.

Subcontracting and Oversite:
• Bid, evaluate, negotiate, and contract with subcontractors to perform required work.
• Schedule subcontractors and delivery dates for materials.
• Ensure work and quality is consistent with the plans, specifications, and local codes.
• Collaborate with subcontractors, engineers, architects and key team members of the project team.
• Communicate and enforce safety regulations on jobsite.

Production:
• Procurement of required materials not covered by subcontractor agreements.
• Address existing conditions, and requests for changes in an efficient manner.
• Review milestone checklists for the project.
• Conduct onsite client/consultant meetings at regularly scheduled intervals.
• Schedule inspections with local jurisdictions.
• Maintain a clean and organized jobsite.

Qualifications
• High School diploma or GED required.
• Bachelor’s Degree Preferred and may include Architecture, Building Sciences, Engineering and/or Construction Management.
• Certificate programs in general construction, project management and/or extensive residential remodeling and custom home building can be substituted for a degree.
• NARI Certified is a plus but not required.
• A minimum of three (3) years prior experience in Residential Remodeling or Custom Home Building is a MUST.
• Fundamental knowledge of construction means and methods, local building codes and safety regulations.
• Experience managing trades, subcontractors, and/or crews.
• Ability to read and comprehend complex instructions, reports, correspondence, blueprints, construction plans, plats, and development plans.
• Understanding the estimating, budgeting, procurement, and subcontracting process.
• Excellent customer service skills required.
• Communicate and negotiate effectively and professionally with independent contractors, homeowners, architects, and consultants both verbally and in writing.
• Current, valid Driver's License with acceptable driving record.
• Must be able to successfully complete a general background check.

Company offers a competitive compensation package including:

· Excellent environment

· Paid Time Off

· Holiday Pay

· 401K

· Insurance availability

Equal Opportunity Employer
• Principals only. Recruiters please don't contact this job poster.
• Do NOT contact us with unsolicited services or offers

Job Type: Full-time

Pay: $80,000.00 - $120,000.00 per year

Benefits:
• 401(k)
• Paid time off

Schedule:
• Monday to Friday

Work Location: In person",https://www.indeed.com/viewjob?jk=c367aac41c14d1d1&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,construction
Construction Project Manager and Administrative Assistant for construction company,Fescum Inc,Lanham,Not specified,"About us

Fescum inc is a non-profit . We are professional, collaborative and fast-paced. Job seekers should be team players ** Bi-lingual** who always strive for the highest level of quality and have excellent communication skills. If this sounds like a job you’d love, please apply today!

Our work environment includes:
• Growth opportunities

We are looking for a self-motivated **Bi-lingual** individual to join our team. The position requires a good working knowledge of construction work and attention to detail. The Construction Assisant/ project manager will be responsible for clipping and organizing documents, researching issues and preparing reports.

The successful candidate will be **Bi-lingual** and have strong writing skills, be organized, and able to multi-task effectively.

Construction Field Assistant Responsibilities:
• Assist construction manager, general contractors, project engineers, and builders with all aspects of the construction job and the daily procedures of the project to ensure the build is progressing, and your techniques and skills are being developed
• Follow all safety guidelines on the job site and immediately report any incidents or violations of work rules to the supervisor
• Coordinate on-site material deliveries, prepare materials for returns, fill out purchase orders, remove debris, and handle waste removal properly
• Keep detailed records of job changes and a daily log of job site occurrences to assist with documentation for the project manager
• Ensure maintenance of a clean job site, watering the yard as needed to create a good exterior appearance
• Finalize home completions and walk homes or buildings with the construction manager and the client
• Participate in the forward planning process to ensure the building will be well-maintained in the future

Construction Field Assistant Qualifications
• Associate Degree and OR 3 years of experience in the Construction field
• Work experience as an administrative assistant or in the construction industry is preferred, but not required
• Carry a valid driver's license and a clean driving record
• Basic skills and construction knowledge (how to use construction equipment and tools) are needed
• Have good physical stamina to climb ladders and climb stairs, work outdoors for long periods of time
• History of professionalism, being a team player, adhering to project schedules, regular attendance at work, and a strong work ethic

Job Type: Full-time

Pay: $60,000.00 - $109,311.00 per year

Benefits:
• 401(k)
• 401(k) matching
• Dental insurance
• Health insurance
• Life insurance
• Paid time off
• Vision insurance

Schedule:
• 8 hour shift
• Monday to Friday
• Weekends as needed

Education:
• Associate (Preferred)

Experience:
• Construction: 5 years (Required)

Work Location: In person",https://www.simplyhired.com/job/7vPCLGKmhK_C3fhIxbfMyJzaYtRQUwMmlF7KfZLudjMVPXnk9F8HEQ?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,construction
